,,,train_0.01,val_0.01,test_0.01,train_0.005,val_0.005,test_0.005,train_0.001,val_0.001,test_0.001,train_0.0005,val_0.0005,test_0.0005,train_0.0001,val_0.0001,test_0.0001
full_bayesian_0dot01_diabetes_status_with_spleen_seg_volumes,diabetes_status_with_spleen_seg_volumes,0,0.8470103092783504,0.7786796536796537,0.7345551233981249,0.8468041237113402,0.7792207792207793,0.7345109639928398,0.8468041237113402,0.7790404040404041,0.7344745798327286,0.8468041237113402,0.7790404040404041,0.7344677017312282,0.8468041237113402,0.7790404040404041,0.734462717599706
hierarchical_quicknat_diabetes_status,diabetes_status,0,0.8482474226804123,0.7882395382395382,0.7343123463516854,0.8484536082474227,0.788059163059163,0.7342590161443994,0.8484536082474227,0.7878787878787878,0.7342120656254616,0.8484536082474227,0.7878787878787878,0.734206284032896,0.8484536082474227,0.7878787878787878,0.7342034929192438
hierarchical_quicknat_diabetes_status_liver_seg_reg_iou,diabetes_status_liver_seg_reg_iou,0,0.8465979381443299,0.8012265512265512,0.7344891334967729,0.8525773195876287,0.8073593073593074,0.7254765278306927,0.8544329896907217,0.8068181818181818,0.7106242146254754,0.8550515463917526,0.8051948051948051,0.7083521484298292,0.8548453608247423,0.8057359307359307,0.7064838965701001
hierarchical_quicknat_diabetes_status_spleen_seg_reg_iou,diabetes_status_spleen_seg_reg_iou,0,0.8395876288659793,0.7882395382395383,0.7351550633094355,0.8402061855670103,0.7857142857142856,0.7346060113809654,0.8406185567010309,0.7738095238095238,0.7328931149007789,0.8406185567010309,0.7718253968253969,0.7325863914469113,0.84,0.7705627705627706,0.7323490471038309
hierarchical_quicknat_diabetes_status_with_liver_seg_and_iou,diabetes_status_with_liver_seg_and_iou,0,0.8608247422680413,0.8145743145743145,0.6873623756683471,0.8608247422680413,0.8145743145743145,0.6870165766233466,0.8608247422680413,0.8143939393939393,0.6854472729723107,0.8608247422680413,0.8145743145743145,0.6845748505906893,0.8608247422680413,0.8145743145743145,0.6842887614413231
hierarchical_quicknat_diabetes_status_with_liver_seg_dot_iou,diabetes_status_with_liver_seg_dot_iou,0,0.8612371134020619,0.8142135642135642,0.6939974509157742,0.8614432989690721,0.8158369408369408,0.6887218473823042,0.8614432989690721,0.8158369408369408,0.6834999727866419,0.8610309278350515,0.8158369408369408,0.6829600916601724,0.8612371134020619,0.8158369408369408,0.68249866076386
hierarchical_quicknat_diabetes_status_with_liver_seg_volumes,diabetes_status_with_liver_seg_volumes,0,0.859381443298969,0.812950937950938,0.7014993663175184,0.8595876288659794,0.812950937950938,0.7012668067406991,0.8597938144329897,0.8129509379509379,0.7010698338629471,0.8597938144329897,0.8129509379509379,0.701037935421206,0.8597938144329897,0.8129509379509379,0.7010322535112709
hierarchical_quicknat_diabetes_status_with_spleen_seg_and_iou,diabetes_status_with_spleen_seg_and_iou,0,0.8488659793814434,0.7777777777777778,0.7182890114453603,0.8496907216494844,0.777958152958153,0.7166095584876869,0.8498969072164949,0.7777777777777778,0.7153016226936679,0.8496907216494846,0.7775974025974025,0.7151627647894633,0.8494845360824742,0.7774170274170275,0.7150285919688895
hierarchical_quicknat_diabetes_status_with_spleen_seg_dot_iou,diabetes_status_with_spleen_seg_dot_iou,0,0.8511340206185567,0.7943722943722944,0.7326993318672013,0.852577319587629,0.7959956709956709,0.7320471084162244,0.8517525773195875,0.7977994227994227,0.7314782196442964,0.8517525773195875,0.7977994227994227,0.7314233941975539,0.8523711340206186,0.7977994227994227,0.7313632855713977
hierarchical_quicknat_diabetes_status_with_spleen_seg_volumes,diabetes_status_with_spleen_seg_volumes,0,0.8474226804123711,0.7775974025974026,0.7341768278156007,0.8476288659793814,0.7772366522366523,0.7341258899914452,0.8472164948453609,0.7774170274170275,0.7340783413767248,0.8474226804123711,0.7775974025974025,0.7340758493109638,0.8472164948453609,0.7775974025974025,0.7340706658141807
probabilistic_quicknat_diabetes_status,diabetes_status,0,0.8482474226804123,0.7882395382395382,0.7343123463516854,0.8484536082474227,0.788059163059163,0.7342590161443994,0.8484536082474227,0.7878787878787878,0.7342120656254616,0.8484536082474227,0.7878787878787878,0.734206284032896,0.8484536082474227,0.7878787878787878,0.7342034929192438
probabilistic_quicknat_diabetes_status_liver_seg_reg_iou,diabetes_status_liver_seg_reg_iou,0,0.8484536082474227,0.8057359307359307,0.7336720349750465,0.8513402061855669,0.8095238095238095,0.7248793291917194,0.8542268041237114,0.8097041847041847,0.7124697388454638,0.8536082474226804,0.8086219336219336,0.7106283016133236,0.8536082474226804,0.8077200577200577,0.7091311681867272
probabilistic_quicknat_diabetes_status_spleen_seg_reg_iou,diabetes_status_spleen_seg_reg_iou,0,0.8391752577319588,0.787878787878788,0.7351539668005005,0.84,0.786075036075036,0.7346207644102706,0.84,0.7775974025974026,0.7333635172338309,0.8391752577319587,0.7738095238095238,0.7331368389322077,0.84,0.7723665223665224,0.7329482393954129
probabilistic_quicknat_diabetes_status_with_liver_seg_and_iou,diabetes_status_with_liver_seg_and_iou,0,0.862061855670103,0.8170995670995671,0.7013101686849409,0.862680412371134,0.8176406926406926,0.6946060133746179,0.8616494845360825,0.8170995670995671,0.6881825643516173,0.8616494845360825,0.8174603174603176,0.6873703502787825,0.8618556701030928,0.8174603174603176,0.686731284935024
probabilistic_quicknat_diabetes_status_with_liver_seg_dot_iou,diabetes_status_with_liver_seg_dot_iou,0,0.7921649484536082,0.7638888888888888,0.7020699496941638,0.8657731958762886,0.8181818181818181,0.6870522630050445,0.8657731958762886,0.8181818181818182,0.6779961957120918,0.8655670103092783,0.8176406926406927,0.6768770588201285,0.8649484536082475,0.8176406926406927,0.6763130544970922
probabilistic_quicknat_diabetes_status_with_liver_seg_volumes,diabetes_status_with_liver_seg_volumes,0,0.8309278350515465,0.797077922077922,0.7195804497640412,0.8595876288659794,0.8152958152958153,0.7081327469602281,0.8595876288659794,0.8156565656565657,0.7080007671575239,0.8595876288659794,0.8158369408369408,0.7079772420567398,0.8595876288659794,0.8158369408369408,0.7079728560210004
probabilistic_quicknat_diabetes_status_with_spleen_seg_and_iou,diabetes_status_with_spleen_seg_and_iou,0,0.8521649484536084,0.7784992784992785,0.7260900744210582,0.8507216494845361,0.777958152958153,0.7225586178724178,0.851958762886598,0.777958152958153,0.7194295801028685,0.8517525773195875,0.7777777777777778,0.7190621499270622,0.8519587628865978,0.7777777777777778,0.7187746652208697
probabilistic_quicknat_diabetes_status_with_spleen_seg_dot_iou,diabetes_status_with_spleen_seg_dot_iou,0,0.8496907216494846,0.7970779220779222,0.7342271675439735,0.8488659793814433,0.7992424242424243,0.732118879910142,0.8511340206185567,0.8012265512265513,0.7296932027809859,0.8511340206185567,0.8023088023088023,0.7294025282306195,0.8509278350515463,0.803030303030303,0.7291635889654519
probabilistic_quicknat_diabetes_status_with_spleen_seg_volumes,diabetes_status_with_spleen_seg_volumes,0,0.8465979381443298,0.7794011544011544,0.7344599264860538,0.8468041237113402,0.7794011544011544,0.73440938739242,0.8465979381443299,0.7795815295815296,0.7343740997412438,0.8463917525773196,0.7795815295815296,0.7343742991065048,0.8463917525773196,0.7795815295815296,0.7343700127533958
