,,,train_0.01,val_0.01,test_0.01,train_0.005,val_0.005,test_0.005,train_0.001,val_0.001,test_0.001,train_0.0005,val_0.0005,test_0.0005,train_0.0001,val_0.0001,test_0.0001
hierarchical_quicknat_diabetes_status,diabetes_status,0,0.6274226804123711,0.5867604617604618,0.5937165751679803,0.8463917525773196,0.7873376623376623,0.7341526547777186,0.8463917525773196,0.7873376623376623,0.7341531531908708,0.8463917525773196,0.7873376623376623,0.7341540503345448,0.8463917525773196,0.7873376623376623,0.7341534522387622
hierarchical_quicknat_diabetes_status_liver_seg_reg_iou,diabetes_status_liver_seg_reg_iou,0,0.8243298969072165,0.7766955266955267,0.6122963209732852,0.8468041237113402,0.7959956709956709,0.6727671439670379,0.8441237113402061,0.7947330447330447,0.6525658608123457,0.843298969072165,0.7950937950937951,0.6501456662278637,0.8435051546391753,0.7950937950937951,0.6482059419221083
hierarchical_quicknat_diabetes_status_spleen_seg_reg_iou,diabetes_status_spleen_seg_reg_iou,0,0.8338144329896908,0.7718253968253969,0.7186627714681995,0.8358762886597938,0.7729076479076478,0.7172497701816956,0.8305154639175258,0.7483766233766234,0.714706318024673,0.8303092783505155,0.744949494949495,0.7143697894643035,0.8294845360824742,0.7427849927849928,0.71407303427348
hierarchical_quicknat_diabetes_status_with_liver_seg_and_iou,diabetes_status_with_liver_seg_and_iou,0,0.8581443298969071,0.8111471861471862,0.69940533329984,0.8585567010309278,0.8111471861471861,0.6985425801333714,0.8581443298969073,0.8106060606060607,0.6953799493173635,0.8587628865979382,0.8106060606060607,0.6946808750300791,0.8585567010309278,0.8106060606060607,0.6940729106670185
hierarchical_quicknat_diabetes_status_with_liver_seg_dot_iou,diabetes_status_with_liver_seg_dot_iou,0,0.8575257731958763,0.8113275613275612,0.7012003184261947,0.8583505154639175,0.8102453102453102,0.6978580595101318,0.8589690721649486,0.8107864357864358,0.6944264849571933,0.8589690721649486,0.8107864357864357,0.6940036312388618,0.8591752577319588,0.8107864357864357,0.693669993474775
hierarchical_quicknat_diabetes_status_with_liver_seg_volumes,diabetes_status_with_liver_seg_volumes,0,0.694639175257732,0.6904761904761906,0.5671948649888484,0.8579381443298968,0.810966810966811,0.7036559003444832,0.6944329896907216,0.6906565656565657,0.5669467549216803,0.8579381443298968,0.810966810966811,0.7035618996239772,0.8579381443298968,0.810966810966811,0.703550336438846
hierarchical_quicknat_diabetes_status_with_spleen_seg_and_iou,diabetes_status_with_spleen_seg_and_iou,0,0.8457731958762886,0.7768759018759018,0.7129879888411277,0.8461855670103092,0.7768759018759019,0.7114027359692212,0.8461855670103093,0.7765151515151515,0.7101261005211608,0.8461855670103093,0.7765151515151515,0.7099800654675643,0.8461855670103093,0.7763347763347762,0.7098618418678612
hierarchical_quicknat_diabetes_status_with_spleen_seg_dot_iou,diabetes_status_with_spleen_seg_dot_iou,0,0.8505154639175257,0.7938311688311689,0.731830797108167,0.621237113402062,0.69498556998557,0.5903312035142514,0.8519587628865979,0.7974386724386725,0.7309232864406303,0.8521649484536082,0.7976190476190476,0.7308574959045391,0.851958762886598,0.7981601731601732,0.7308133364992536
hierarchical_quicknat_diabetes_status_with_spleen_seg_volumes,diabetes_status_with_spleen_seg_volumes,0,0.5997938144329897,0.5155122655122655,0.5879276559290532,0.5997938144329897,0.5155122655122655,0.5879276559290532,0.8476288659793814,0.7747113997113997,0.7341232982430539,0.8476288659793814,0.7747113997113997,0.734122002368858,0.8476288659793814,0.7747113997113997,0.7341218030035972
probabilistic_quicknat_diabetes_status,diabetes_status,0,0.6274226804123711,0.5867604617604618,0.5937165751679803,0.8463917525773196,0.7873376623376623,0.7341526547777186,0.8463917525773196,0.7873376623376623,0.7341531531908708,0.8463917525773196,0.7873376623376623,0.7341540503345448,0.8463917525773196,0.7873376623376623,0.7341534522387622
probabilistic_quicknat_diabetes_status_liver_seg_reg_iou,diabetes_status_liver_seg_reg_iou,0,0.8492783505154639,0.8024891774891775,0.7009165219773286,0.8455670103092784,0.7992424242424242,0.6809773044580664,0.8424742268041236,0.7961760461760462,0.664157754541092,0.8416494845360825,0.7963564213564214,0.6621200422096131,0.8412371134020619,0.7956349206349206,0.6604998007344218
probabilistic_quicknat_diabetes_status_spleen_seg_reg_iou,diabetes_status_spleen_seg_reg_iou,0,0.8336082474226805,0.7716450216450217,0.7191808220986025,0.8358762886597938,0.773088023088023,0.7168603101445618,0.8315463917525773,0.7595598845598845,0.7157879742475906,0.8315463917525774,0.7543290043290044,0.7155254101990084,0.8305154639175257,0.7505411255411255,0.7153006258673634
probabilistic_quicknat_diabetes_status_with_liver_seg_and_iou,diabetes_status_with_liver_seg_and_iou,0,0.8585567010309278,0.8145743145743146,0.7050403923986811,0.859381443298969,0.8140331890331891,0.7005335413111735,0.8608247422680413,0.8120490620490621,0.6954166325253657,0.8610309278350515,0.812049062049062,0.6947183556991251,0.8610309278350515,0.8118686868686869,0.6944178125683449
probabilistic_quicknat_diabetes_status_with_liver_seg_dot_iou,diabetes_status_with_liver_seg_dot_iou,0,0.6956701030927835,0.7049062049062049,0.49941665724665807,0.8624742268041238,0.8124098124098125,0.6961488014459565,0.8647422680412372,0.8127705627705628,0.6894797344215486,0.8653608247422679,0.812950937950938,0.6887523502672193,0.8651546391752577,0.8122294372294372,0.687787123356657
probabilistic_quicknat_diabetes_status_with_liver_seg_volumes,diabetes_status_with_liver_seg_volumes,0,0.7024742268041237,0.6957070707070708,0.5677122676821535,0.8577319587628867,0.8133116883116882,0.7067455634750082,0.7024742268041237,0.6958874458874459,0.5675178865527932,0.8575257731958763,0.8134920634920635,0.706673193885308,0.8575257731958763,0.8134920634920635,0.7066613316522854
probabilistic_quicknat_diabetes_status_with_spleen_seg_and_iou,diabetes_status_with_spleen_seg_and_iou,0,0.8501030927835052,0.7763347763347763,0.7228355362197835,0.8509278350515463,0.7768759018759018,0.7197034082886905,0.8511340206185567,0.777958152958153,0.7170475639658456,0.8509278350515465,0.777958152958153,0.7167466221045435,0.8507216494845361,0.7781385281385281,0.7165003063247235
probabilistic_quicknat_diabetes_status_with_spleen_seg_dot_iou,diabetes_status_with_spleen_seg_dot_iou,0,0.8505154639175256,0.7972582972582972,0.7330440344032668,0.5643298969072165,0.7189754689754689,0.5036861639910851,0.8509278350515465,0.8014069264069263,0.7296197366823507,0.8511340206185567,0.8023088023088023,0.7293844856745094,0.8507216494845361,0.8032106782106782,0.7292017674129108
probabilistic_quicknat_diabetes_status_with_spleen_seg_volumes,diabetes_status_with_spleen_seg_volumes,0,0.8482474226804123,0.7783189033189033,0.7343045212651959,0.8482474226804123,0.7784992784992785,0.7343042222173046,0.848041237113402,0.7783189033189033,0.7342956495110867,0.848041237113402,0.7783189033189033,0.7342944533195214,0.848041237113402,0.7783189033189033,0.7342947523674126
